time,cmd_linear,cmd_angular,VelocityEncR,VelocityEncL
11.1429,0.2000,0.0000,3.8552,4.4053
11.1630,0.2000,0.0000,4.2038,3.8538
11.1831,0.2000,0.0000,3.8468,3.8461
11.2032,0.2000,0.0000,3.8468,3.8461
11.2231,0.2000,0.0000,3.8556,3.8560
11.2433,0.2000,0.0000,3.8556,3.8560
11.2634,0.2000,0.0000,3.8556,3.8560
11.2831,0.2000,0.0000,3.5057,3.8542
11.3030,0.2000,0.0000,3.8461,3.8461
11.3231,0.2000,0.0000,3.8253,3.8260
11.3432,0.2000,0.0000,3.8506,4.1712
11.3630,0.2000,0.0000,3.8552,4.2034
11.3830,0.2000,0.0000,3.8479,3.8479
11.4030,0.2000,0.0000,4.4872,4.1687
11.4231,0.2000,0.0000,3.8468,4.2115
11.4431,0.2000,0.0000,3.8552,4.2057
11.4629,0.2000,0.0000,4.1966,4.1708
11.4830,0.2000,0.0000,4.2050,3.8497
11.5030,0.2000,0.0000,3.8558,3.8409
11.5230,0.2000,0.0000,4.1705,3.8558
11.5431,0.2000,0.0000,4.1705,3.8558
11.5631,0.2000,0.0000,4.1705,3.8558
11.5834,0.2000,0.0000,3.8623,4.1878
11.6032,0.2000,0.0000,3.8951,3.8951
11.6231,0.2000,0.0000,4.1720,3.7901
11.6430,0.2000,0.0000,3.8455,3.8458
11.6637,0.2000,0.0000,4.1584,4.1580
11.6830,0.2000,0.0000,3.8511,4.1265
11.7030,0.2000,0.0000,4.2065,4.2065
11.7230,0.2000,0.0000,4.1712,4.1715
11.7430,0.2000,0.0000,3.8542,3.5330
11.7633,0.2000,0.0000,3.8542,4.2050
11.7830,0.2000,0.0000,3.8461,3.8506
11.8031,0.2000,0.0000,3.8461,4.1958
11.8230,0.2000,0.0000,3.5048,3.5300
11.8432,0.2000,0.0000,4.1954,4.1715
11.8630,0.2000,0.0000,3.8458,3.8455
11.8832,0.2000,0.0000,3.8612,3.5099
11.9030,0.2000,0.0000,4.2073,3.8315
11.9230,0.2000,0.0000,3.9061,4.1939
11.9429,0.2000,0.0000,4.1398,3.7938
11.9630,0.2000,0.0000,4.2042,3.8516
11.9832,0.2000,0.0000,4.2042,3.8516
12.0032,0.2000,0.0000,4.2042,3.8516
12.0232,0.2000,0.0000,3.8500,3.8497
12.0430,0.2000,0.0000,4.1962,3.8465
12.0631,0.2000,0.0000,3.8503,4.1715
12.0829,0.2000,0.0000,3.8395,4.1867
12.1032,0.2000,0.0000,4.1573,3.8622
12.1231,0.2000,0.0000,4.1573,3.8622
12.1433,0.2000,0.0000,3.8513,3.5306
12.1633,0.2000,0.0000,3.5745,3.8481
12.1832,0.2000,0.0000,4.2080,4.2096
12.2030,0.2000,0.0000,3.4959,3.8454
12.2231,0.2000,0.0000,3.8542,4.2038
12.2430,0.2000,0.0000,3.8509,3.8509
12.2631,0.2000,0.0000,3.8458,3.8461
12.2832,0.2000,0.0000,3.8545,3.8545
12.3031,0.2000,0.0000,3.8588,3.5080
12.3230,0.2000,0.0000,3.8541,3.8538
12.3430,0.2000,0.0000,3.8458,4.1958
12.3633,0.2000,0.0000,3.8450,4.2329
12.3832,0.2000,0.0000,3.8500,3.8500
12.4030,0.2000,0.0000,3.8435,4.2278
